Name,Url,SizeOfOptionalHeader,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,BaseOfData,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,SizeOfImage,SizeOfHeaders,CheckSum,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags
tpcps.dll,http://9779.info/%E5%85%AD%E4%B8%80%E5%84%BF%E7%AB%A5%E8%8A%82%E5%B0%8F%E8%B4%B4%E7%94%BB/,224,9,0,32256,8704,0,4936,4096,40960,512,6,1,6,1,6,1,53248,1024,47088,3,320,262144,4096,1048576,4096
InkDiv.dll,http://www.zxyey.net/upLoadFiles/eWebEditor/201304/20130418211217978.jpg,224,9,0,180736,94208,0,5198,4096,188416,512,6,1,6,1,6,1,286720,1024,333703,3,320,262144,4096,1048576,4096
InkObj.dll,http://ak.imgfarm.com/images/nocache/vicinio/installers/204540489.S10504.1/520790-150715165802-S10504.1/UtilityChestAuto.exe_0,224,9,0,1108480,306688,0,254313,4096,1101824,512,6,1,6,1,6,1,1429504,1024,1456407,3,320,262144,4096,1048576,4096
IPSEventLogMsg.dll,http://9779.info/%E5%B9%BC%E5%84%BF%E7%B2%98%E8%B4%B4%E7%94%BB%E5%B0%8F%E9%B1%BC/,224,9,0,0,1536,0,0,4096,4096,512,6,1,6,1,6,1,8192,512,46849,3,1344,262144,4096,1048576,4096
IpsMigrationPlugin.dll,http://9779.info/%E5%B0%8F%E7%8F%AD%E5%B9%BC%E5%84%BF%E5%89%AA%E7%BA%B8%E8%B4%B4%E7%94%BB/,224,9,0,28672,4608,0,4912,4096,36864,512,6,1,6,1,6,1,45056,1024,75747,3,320,262144,4096,1048576,4096
IpsPlugin.dll,http://bjpgqsc.com/cp/class/?0.html&page=3&showtj=&showhot=&key=,224,9,0,72704,10752,0,20322,4096,86016,512,6,1,6,1,6,1,94208,1024,139803,3,320,262144,4096,1048576,4096
extensibility.dll,http://9779.info/%E4%BA%8C%E5%B9%B4%E7%BA%A7%E7%9A%84%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB/,224,6,0,2560,1536,0,10366,8192,16384,512,4,0,0,0,4,0,32768,512,64622,3,1344,1048576,4096,1048576,4096
CsiSoap.dll,http://www.0068555.com/cl/tpl/yh5588/ver3/css/yh5588.css?v=ver31.32,224,9,0,971264,242688,0,219620,4096,1024000,512,5,1,0,0,5,1,1228800,1024,1257015,3,64,1048576,4096,1048576,4096
ACEINTL.DLL,http://wpa.b.qq.com/cgi/wpa.php?key=XzkzODA2MjgzMF8xNzk2NTNfNDAwMDg1MjgwMF8,224,9,0,4608,185344,0,4260,4096,8192,512,5,0,0,0,5,0,204800,1024,258753,2,64,1048576,4096,1048576,4096
ACEODBCI.DLL,http://9779.info/%E7%AB%8B%E4%BD%93%E5%B8%83%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,224,9,0,6144,38912,0,5550,4096,12288,512,5,1,0,0,5,1,61440,1024,59897,3,64,1048576,4096,1048576,4096
ACERECR.DLL,http://9779.info/%E7%B2%98%E8%B4%B4%E7%94%BB%E7%9A%B1%E7%BA%B9%E7%BA%B8%E5%9B%A2/,224,9,0,0,13824,0,0,4096,4096,512,5,0,0,0,5,0,24576,512,42621,2,1088,1048576,4096,1048576,4096
ACEWSTR.DLL,http://9779.info/%E5%B0%8F%E7%8F%AD%E5%B9%BC%E5%84%BF%E5%89%AA%E7%BA%B8%E8%B4%B4%E7%94%BB/,224,9,0,27136,821248,0,4328,4096,32768,512,5,0,0,0,5,0,860160,1024,883893,2,64,1048576,4096,1048576,4096
ALRTINTL.DLL,http://troikacapital.ru/registratsiya_ooo_v_moskve_i_moskovskoy_oblasti,224,9,0,0,147456,0,0,4096,4096,512,5,1,0,0,5,1,155648,1024,179150,3,1088,1048576,4096,1048576,4096
MSOINTL.DLL,tpbdsrqf.com,224,9,0,0,2490880,0,0,4096,4096,512,5,1,0,0,5,1,2498560,1024,2502908,3,1088,1048576,4096,1048576,4096
MSSOAPR3.DLL,http://www.blogmywine.com/templates/Fashionable/Styles/brown.css,224,9,0,4096,29696,0,5577,4096,8192,512,5,1,0,0,5,1,45056,1024,56072,2,64,1048576,4096,10240,4096
OARPMANR.DLL,eastfootball.co.uk,224,9,0,0,4608,0,0,4096,4096,512,5,1,0,0,5,1,12288,1024,34686,3,1088,1048576,4096,1048576,4096
xlsrvintl.dll,http://www.xj9599.com/app/member/indexx.php?path=pages&pages=yh&uid=f554ab9b50d41d8cd98fra3,224,9,0,0,98304,0,0,4096,4096,512,5,0,0,0,5,0,106496,512,168994,2,1024,1048576,4096,1048576,4096
ACECORE.DLL,http://portal.dddgaming.com/docs/rules/15027/cn/game_cn.html?amluMjAxNQ%3D%3D,224,9,0,1828352,361472,0,5124,4096,1953792,512,5,0,0,0,5,0,2203648,1024,2194039,2,64,1048576,4096,1048576,4096
ACEDAO.DLL,syakhroni.blog.unissula.ac.id/admin/b7.php,224,9,0,382976,159744,0,15051,4096,405504,512,5,0,0,0,5,0,557056,1024,590866,2,64,1048576,4096,1048576,4096
ACEERR.DLL,http://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js,224,9,0,25600,7168,0,4316,4096,106496,512,5,0,0,0,5,0,45056,1024,69584,2,64,1048576,4096,1048576,4096
ACEES.DLL,http://www.mdsignsbog.com/citruszest/globalpdf/document,224,9,0,600064,80384,0,4984,4096,696320,512,5,0,0,0,5,0,696320,1024,741391,2,64,1048576,4096,1048576,4096
ACEEXCH.DLL,http://9779.info/%E7%BE%8E%E4%B8%BD%E7%9A%84%E5%A4%9C%E6%99%9A%E5%89%AA%E8%B4%B4%E7%94%BB/,224,9,0,300544,29696,0,172952,4096,393216,512,5,0,0,0,5,0,348160,1024,372594,2,64,1048576,4096,1048576,4096
ACEEXCL.DLL,http://www.mt6669.com/cl/tpl/montecarlo/ver1/css/montecarlo.css?v=ver16.32,224,9,0,576000,79360,0,532637,4096,684032,512,5,0,0,0,5,0,667648,1024,677290,2,64,1048576,4096,1048576,4096
ACEODBC.DLL,http://hotlinegsm.com/products/mobile-and-tablet/lg-jil-sander-mobile-detail,224,9,0,206336,66560,0,188857,4096,290816,512,5,1,0,0,5,1,282624,1024,282276,3,64,1048576,4096,4096,4096
ACEODDBS.DLL,http://9779.info/%E4%BD%8F%E5%9C%A8%E6%A0%91%E4%B8%8A%E7%9A%84%E5%AE%B6%E5%89%AA%E8%B4%B4%E7%94%BB/,224,9,0,4608,3584,0,5819,4096,12288,512,5,1,0,0,5,1,24576,1024,63585,3,64,1048576,4096,1048576,4096
ACEODEXL.DLL,http://www.824555.com/app/member/SportOption.php?uid=guest&langx=gb,224,9,0,4608,3584,0,5819,4096,12288,512,5,1,0,0,5,1,24576,1024,73762,3,64,1048576,4096,1048576,4096
ACEODTXT.DLL,http://www.liquidacionessl.com/modules/jbx_menu/css/superfish-modified.css,224,9,0,4608,3584,0,5819,4096,12288,512,5,1,0,0,5,1,24576,1024,32219,3,64,1048576,4096,1048576,4096
ACEOLEDB.DLL,http://www.vilagnomad.com/tables/unsecured-loans-no-credit-check.php,224,9,0,272384,105472,0,75020,4096,282624,512,5,0,0,0,5,0,389120,1024,392161,2,64,1048576,4096,1048576,4096
ACER3X.DLL,http://img3.ph.126.net/m3IKIJDBZm_o-S2gWdbofA==/2528489715808933103.jpg,224,9,0,306176,17920,0,284411,4096,397312,512,5,0,0,0,5,0,335872,1024,372471,2,64,1048576,4096,1048576,4096
ACERCLR.DLL,http://hotlinegsm.com/products/mobile-and-tablet/htc-titan-ii-detail,224,9,0,31232,7680,0,29759,4096,110592,512,5,0,0,0,5,0,49152,1024,101091,2,64,1048576,4096,1048576,4096
ACEREP.DLL,http://9779.info/%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB/,224,9,0,494080,36864,0,490824,4096,626688,512,5,0,0,0,5,0,540672,1024,556835,2,64,1048576,4096,1048576,4096
ACETXT.DLL,http://9779.info/%E5%89%AA%E8%B4%B4%E7%94%BB%E5%88%9B%E6%84%8F/,224,9,0,196608,40448,0,189827,4096,282624,512,5,0,0,0,5,0,245760,1024,250686,2,64,1048576,4096,1048576,4096
ACEWDAT.DLL,http://www.polska.travel.pl/pogoda-polska/krakow/pogoda-polska/bialystok/1?miasto=23,224,9,0,7680,3035648,0,9130,4096,12288,512,5,0,0,0,5,0,3055616,1024,3050484,2,64,1048576,4096,1048576,4096
ACEXBE.DLL,http://www.west263.com/services/domain/aprice_show.asp?d=bigtruckstopseek.cn,224,9,0,328704,49664,0,321446,4096,417792,512,5,0,0,0,5,0,389120,1024,395188,2,64,1048576,4096,1048576,4096
Csi.dll,http://9779.info/%E6%AF%9B%E7%BA%BF%E7%B2%98%E8%B4%B4%E7%94%BB%E8%8A%B1/,224,9,0,3088384,395776,0,5736,4096,3358720,512,5,1,0,0,5,1,3493888,1024,3527832,3,64,1048576,4096,1048576,4096
EXPSRV.DLL,http://www.cnr.cn/jx/xwzx/tpxw/200802/W020080202396804776233.jpg,224,9,0,294912,155648,0,161801,4096,303104,512,5,0,0,0,5,0,462848,1024,453602,2,0,1048576,4096,4096,4096
EXP_PDF.DLL,http://9779.info/%E5%85%B3%E4%BA%8E%E9%92%B1%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,224,9,0,92160,6656,0,5232,4096,94208,512,5,1,0,0,5,1,110592,1024,153332,2,64,1048576,4096,1048576,4096
EXP_XPS.DLL,http://www.js182.com/cl/?module=System&method=LiveTop&args=livehall,224,9,0,47104,4608,0,46982,4096,57344,512,5,1,0,0,5,1,65536,1024,66745,2,64,1048576,4096,1048576,4096
IACOM2.DLL,http://grasslandhotel.com.vn/index.php/component/djcatalog2/items/fbtrack.js,224,9,0,1671680,1007616,0,1338973,4096,1683456,512,5,1,0,0,5,1,2695168,1024,2725024,3,64,1048576,4096,1048576,4096
MSO.DLL,xikxnojieeknynutyz.science,224,9,0,16695296,2040832,0,6294844,4096,16605184,512,5,1,21315,20512,5,1,18743296,1024,18797267,3,64,1048576,4096,1048576,4096
MSORES.DLL,http://huangjintawujin.cn/examples/jsp/jsp2/jspattribute/jspattribute.html,224,9,0,0,72514560,0,0,4096,4096,512,5,1,0,0,5,1,72523776,1024,72560480,3,1088,1048576,4096,1048576,4096
msoshext.dll,http://hotlinegsm.com/products/mobile-and-tablet/samsung-galaxy-note-i717-detail,224,9,0,709120,258048,0,339513,4096,847872,512,5,1,0,0,5,1,978944,1024,1032367,3,64,1048576,4096,1048576,4096
MSOXEV.DLL,http://chinesevie.com/index.php?option=com_weblinks&view=category&id=63&Itemid=60&lang=en,224,9,0,37888,6656,0,9257,4096,81920,512,5,1,0,0,5,1,57344,1024,83863,2,64,1048576,4096,1048576,4096
MSOXMLMF.DLL,http://9779.info/%E5%B0%8F%E7%8F%AD%E5%B9%BC%E5%84%BF%E5%89%AA%E7%BA%B8%E8%B4%B4%E7%94%BB/,224,9,0,35328,7680,0,34266,4096,81920,512,5,1,0,0,5,1,53248,1024,53935,2,64,1048576,4096,1048576,4096
MSPTLS.DLL,http://wangqiao365.com/e/wap/show.php?classid=1&id=14&style=0&cpage=0&cid=1&bclassid=0,224,9,0,740352,18432,0,13486,4096,745472,512,5,1,0,0,5,1,770048,1024,823784,3,64,1048576,4096,1048576,4096
MSSOAP30.DLL,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E5%B0%8F%E7%8F%AD%E4%BA%B2%E5%AD%90%E8%B4%B4%E7%94%BB/,224,9,0,333312,119808,0,279480,4096,344064,512,5,1,0,0,5,1,462848,1024,495727,2,64,1048576,4096,10240,4096
MUOPTIN.DLL,http://www.js182.com/app/member/SportOption.php?uid=guest&langx=gb,224,9,0,9728,5120,0,10408,4096,16384,512,5,1,0,0,5,1,28672,1024,45953,3,64,1048576,4096,1048576,4096
BRANDING.DLL,http://9779.info/%E5%85%AD%E4%B8%80%E5%BF%AB%E4%B9%90%E7%B2%98%E8%B4%B4%E7%94%BB/,224,9,0,4096,3584,0,5529,4096,8192,512,5,1,0,0,5,1,20480,1024,39756,3,64,1048576,4096,1048576,4096
promointl.dll,nasimfars.ir,224,9,0,0,8704,0,0,4096,4096,512,5,1,0,0,5,1,16384,1024,62856,3,1088,1048576,4096,1048576,4096
OSetupPS.dll,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E4%B8%8D%E7%BB%87%E5%B8%83%E7%B2%98%E8%B4%B4%E7%94%BB/,224,9,0,32256,9216,0,9595,4096,40960,512,5,1,0,0,5,1,53248,1024,92410,2,64,1048576,4096,1048576,4096
pkeyconfig.companion.dll,http://9779.info/%E6%88%91%E7%9A%84%E5%91%A8%E6%9C%AB%E5%89%AA%E8%B4%B4%E7%94%BB/,224,9,0,4096,3584,0,5529,4096,8192,512,5,1,0,0,5,1,20480,1024,70465,3,64,1048576,4096,1048576,4096
OFFREL.DLL,http://9779.info/%E5%85%B3%E4%BA%8E%E5%88%86%E4%BA%AB%E7%9A%84%E7%B2%98%E8%B4%B4%E7%94%BB/,224,9,0,0,2560,0,0,4096,4096,512,5,1,0,0,5,1,12288,1024,58721,3,1088,1048576,4096,1048576,4096
OPHPROXY.DLL,http://www.711100.com/app/member/SportOption.php?uid=guest&langx=gb,224,9,0,7168,4608,0,7821,4096,12288,512,5,1,0,0,5,1,24576,1024,32845,3,64,1048576,4096,1048576,4096
OPTINPS.DLL,conceptclaro.com,224,9,0,5632,3584,0,6327,4096,12288,512,5,1,0,0,5,1,24576,1024,23304,2,64,1048576,4096,1048576,4096
RICHED20.DLL,http://9779.info/%E6%89%8B%E5%B7%A5%E6%9C%8D%E8%A3%85%E5%B8%83%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,224,9,0,1186816,173568,0,5408,4096,1130496,512,5,1,0,0,5,1,1372160,1024,1377524,3,64,1048576,4096,1048576,4096
USP10.DLL,http://9779.info/%E4%BD%8F%E5%9C%A8%E6%A0%91%E4%B8%8A%E7%9A%84%E5%AE%B6%E5%89%AA%E8%B4%B4%E7%94%BB/,224,9,0,374784,262656,0,212871,4096,380928,512,6,1,6,1,5,1,647168,1024,663722,2,320,262144,4096,1048576,4096
VBAJET32.DLL,http://3cf.ru/2015/07/21/strasbyrg-obiazal-italiancev-priznat-odnopolye-grajdanskie-souzy/,224,9,0,33792,11776,0,10339,4096,40960,512,5,0,0,0,5,0,57344,1024,91426,2,0,1048576,4096,4096,4096
WISC30.DLL,http://www.thenathanbaker.com/thenathanbaker.com/wordpress/wp-content/themes/graphene/style.css?ver=4.0.5,224,9,0,48128,64512,0,42912,4096,61440,512,5,1,0,0,5,1,118784,1024,168971,2,64,1048576,4096,10240,4096
OSPPC.DLL,http://3cf.ru/2015/07/20/vlasti-dopystili-yjestochenie-zakonoproekta-ob-ogranichenii-socvyplat/,224,8,0,96768,22528,0,92519,4096,94208,512,6,0,21315,20512,5,1,131072,1024,129574,3,320,262144,4096,1048576,4096
OSPPCEXT.DLL,safety.microsoft.com.vetnqpdfpke.jwfjzaprhrovazcrpgdelakma.trade,224,8,0,1496576,145408,0,203444,4096,1163264,512,6,0,21315,20512,5,1,1654784,1024,1656837,3,320,262144,4096,1048576,4096
OSPPOBJS.DLL,http://3cf.ru/2015/07/20/chastnym-klinikam-grozit-otzyv-licenzii-bez-syda/,224,8,0,1324544,155648,0,74223,4096,1155072,512,6,0,21315,20512,5,1,1495040,1024,1510782,3,320,262144,4096,1048576,4096
OSPPWMI.DLL,http://9779.info/%E8%B1%86%E5%AD%90%E6%89%8B%E5%B7%A5%E7%B2%98%E8%B4%B4%E7%94%BB/,224,8,0,94720,22528,0,88744,4096,102400,512,6,0,6,0,5,1,131072,1024,169545,3,320,262144,4096,1048576,4096
PortalConnect.dll,http://9779.info/%E6%89%8B%E5%B7%A5%E5%84%BF%E7%AB%A5%E7%BA%B8%E8%B4%B4%E7%94%BB/,224,9,0,4096,6656,0,5526,4096,8192,512,5,1,0,0,5,1,24576,1024,35556,3,64,1048576,4096,1048576,4096
PortalConnectCore.dll,safety.microsoft.com.mviqzoqkpo.tiyuakuc5iqfcesnsohhvp8.download,224,9,0,327168,249856,0,317147,4096,552960,512,5,1,0,0,5,1,585728,1024,594745,3,64,1048576,4096,1048576,4096
MSLID.DLL,http://download.cardesales.com/update/2/www_xiang360_net.exe,224,8,0,90112,495616,0,62868,4096,94208,4096,4,0,0,0,4,0,589824,4096,607116,2,256,1048576,4096,1048576,4096
STINTL.DLL,http://banbao.chazidian.com/uploadfile/2014/0619/20140619112058542.jpg,224,9,0,0,10240,0,0,4096,4096,512,5,1,0,0,5,1,20480,1024,44856,2,1088,1048576,4096,1048576,4096
FBIBLIO.DLL,http://www.wu8188.com/cl/tpl/five-star/ver1/css/five-star.css?v=ver15.32,224,9,0,59904,15872,0,49207,4096,69632,512,5,1,0,0,5,1,81920,1024,134043,2,64,1048576,4096,1048576,4096
FDATE.DLL,http://lovettz.com/mermaid-wall-decor-bauty-design/mermaid-wall-decor-white-color/,224,9,0,50176,15360,0,43007,4096,61440,512,5,1,0,0,5,1,73728,1024,132583,2,64,1048576,4096,1048576,4096
FPERSON.DLL,ambao.bid,224,9,0,115200,23040,0,98254,4096,126976,512,5,1,0,0,5,1,147456,1024,158700,2,64,1048576,4096,1048576,4096
FPLACE.DLL,http://www.jin0044.com/ipl/app/help.php?GameType=5837&lang=zh-cn&HALLID=3820004&State=0,224,9,0,102912,19968,0,89442,4096,110592,512,5,1,0,0,5,1,135168,1024,167885,2,64,1048576,4096,1048576,4096
FSTOCK.DLL,shreecement.in,224,9,0,87552,20480,0,73800,4096,98304,512,5,1,0,0,5,1,118784,1024,121910,2,64,1048576,4096,1048576,4096
IETAG.DLL,http://9779.info/%E5%B9%BC%E5%84%BF%E7%B2%98%E8%B4%B4%E7%94%BB%E6%A0%91%E5%8F%B6%E5%9B%BE%E7%89%87/,224,9,0,151040,22016,0,147715,4096,159744,512,5,1,0,0,5,1,184320,1024,182907,3,64,1048576,4096,1048576,4096
IMCONTACT.DLL,http://www.pubyun.com/wiki/lib/exe/js.php?tseed=f1f16e8c6142fab8553f2b9cfe045961,224,9,0,51200,13824,0,45627,4096,61440,512,5,1,0,0,5,1,73728,1024,114397,2,64,1048576,4096,1048576,4096
METCONV.DLL,http://chinacxyy.com/newscodejs.asp?lm2=185&list=9&icon=0&tj=0&font=10.5&hot=0&new=0&line=24&lmname=0&open=1&n=34&more=0&t=0&week=0&zzly=0&hit=0&pls=0&dot=0&tcolor=CCCCCC,224,9,0,56320,27136,0,51418,4096,61440,512,5,1,0,0,5,1,90112,1024,138083,3,64,1048576,4096,1048576,4096
MOFL.DLL,http://9779.info/%E6%89%8B%E5%B7%A5%E6%B2%BE%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,224,9,0,199680,39424,0,174480,4096,204800,512,5,1,0,0,5,1,249856,1024,265808,2,64,1048576,4096,1048576,4096
MSCONV97.DLL,http://9779.info/%E5%BA%9F%E6%97%A7%E6%8A%A5%E7%BA%B8%20%E6%8B%BC%E8%B4%B4%E7%94%BB/,224,9,0,102912,11264,0,94830,4096,106496,512,5,0,0,0,5,0,126976,1024,152745,2,64,1048576,4096,1048576,4096
WPEQU532.DLL,swell.1hpleft.com,224,9,0,4096,3584,0,5525,4096,8192,512,5,0,0,0,5,0,20480,1024,31193,2,64,1048576,4096,1048576,4096
MSB1ESEN.DLL,http://9779.info/%E7%94%A8%E7%BA%BD%E6%89%A3%E5%81%9A%E6%89%8B%E5%B7%A5%E7%B2%98%E8%B4%B4%E7%94%BB/,224,6,0,32768,36864,0,21557,4096,36864,4096,4,0,0,0,4,0,73728,4096,0,2,0,1048576,4096,1048576,4096
MSB1FREN.DLL,http://industrialtrainingzirakpur.com/stylesheets/jquery.onebyone.css,224,6,0,32768,36864,0,21557,4096,36864,4096,4,0,0,0,4,0,73728,4096,0,2,0,1048576,4096,1048576,4096
MSB1CORE.DLL,http://9779.info/%E6%BC%82%E4%BA%AE%E5%A2%99%E7%BA%B8%E8%B4%B4%E7%94%BB/,224,9,0,93184,38912,0,84916,4096,102400,512,5,1,0,0,5,1,143360,1024,174757,3,64,1048576,4096,1048576,4096
MSB1STAR.DLL,http://www.vilagnomad.com/wp-content/plugins/cforms146/styling/cforms2012.css,224,9,0,161792,52224,0,50462,4096,167936,512,5,0,0,0,5,0,233472,1024,284926,2,320,1048576,4096,1048576,4096
MSB1XTOR.DLL,http://www.114633.com/cl/?module=System&method=MAdvertis&other=MemberExclusiveII&ExclusiveNo=0,224,9,0,37888,11776,0,34983,4096,45056,512,5,1,0,0,5,1,61440,1024,97717,3,64,1048576,4096,1048576,4096
WTSP61MS.DLL,http://9779.info/%E5%8A%A8%E7%89%A9%E7%93%9C%E5%AD%90%20%E8%B4%B4%E7%94%BB/,224,7,10,196608,24576,0,179510,4096,200704,4096,4,0,0,0,4,0,225280,4096,0,2,0,1048576,4096,1048576,4096
VBE7INTL.DLL,http://3cf.ru/2015/07/21/sovbez-oon-izychil-na-zakrytom-zasedanii-rossiiskyu-rezoluciu-po-mh17/,224,9,0,0,148480,0,0,4096,4096,4096,5,0,0,0,5,0,155648,512,0,2,1024,1048576,4096,1048576,4096
VBE7.DLL,http://www.js182.com/app/member/SportOption.php?uid=guest&langx=gb,224,9,0,2378752,285696,0,493780,4096,2375680,4096,5,0,0,0,5,0,2674688,1024,2723256,2,320,1048576,4096,1048576,4096
msdia80.dll,http://9779.info/%E5%89%AA%E8%B4%B4%E7%94%BB%E5%A9%9A%E7%BA%B1/,224,8,0,527872,105984,0,278890,4096,532480,512,5,0,8,0,4,0,643072,1024,650462,2,0,1048576,4096,1048576,4096
VGX.dll,safety.apple.com.pfooqvuvw.hwj0f3kuokvm7gxctrrujam7.stream,224,10,0,655872,126976,0,19150,4096,724992,512,6,1,6,1,6,0,798720,1024,810534,3,320,262144,4096,1048576,4096
Microsoft.VisualStudio.Tools.Office.AppInfoDocument.v9.0.dll,http://detail.b2b.hc360.com/detail/turbine/action/ajax.SearchBarCommonAjaxAction/eventsubmit_doGetsearchzurl/doGetsearchzurl,224,8,0,118784,8192,0,126526,8192,131072,4096,4,0,0,0,4,0,147456,4096,140631,3,1344,1048576,4096,1048576,4096
Microsoft.VisualStudio.Tools.Applications.AddInAdapter.v10.0.dll,http://chinacxyy.com/newscodejs.asp?lm2=194&list=10&icon=0&tj=0&font=10.5&hot=0&new=0&line=24&lmname=0&open=1&n=34&more=0&t=0&week=0&zzly=0&hit=0&pls=0&dot=0&tcolor=CCCCCC,224,8,0,32768,8192,0,40686,8192,40960,4096,4,0,0,0,4,0,57344,4096,74744,3,1344,1048576,4096,1048576,4096
Microsoft.VisualStudio.Tools.Applications.AddInAdapter.v9.0.dll,ya0tlcxu3t5h8kpdlpvq.stream,224,8,0,28672,12288,0,34926,8192,40960,4096,4,0,0,0,4,0,57344,4096,58967,3,1344,1048576,4096,1048576,4096
Microsoft.VisualStudio.Tools.Office.AddInAdapter.v9.0.dll,http://9779.info/%E6%88%91%E7%88%B1%E5%A4%8F%E5%A4%A9%E7%AB%8B%E4%BD%93%E6%8B%BC%E8%B4%B4%E7%94%BB/,224,8,0,61440,16384,0,67486,8192,73728,4096,4,0,0,0,4,0,98304,4096,103876,3,1344,1048576,4096,1048576,4096
Microsoft.VisualStudio.Tools.Office.Excel.AddInAdapter.v9.0.dll,http://www.824555.com/app/member/SportOption.php?uid=guest&langx=gb,224,8,0,20480,12288,0,26350,8192,32768,4096,4,0,0,0,4,0,49152,4096,61180,3,1344,1048576,4096,1048576,4096
Microsoft.VisualStudio.Tools.Office.Word.AddInAdapter.v9.0.dll,http://9779.info/%E6%80%8E%E7%94%A8%E6%A0%91%E5%8F%B6%E6%8B%BC%E8%B4%B4%E7%94%BB/,224,8,0,20480,12288,0,26478,8192,32768,4096,4,0,0,0,4,0,49152,4096,94997,3,1344,1048576,4096,1048576,4096
Microsoft.Office.Tools.v9.0.dll,http://style.org.hc360.com/css/detail/mysite/siteconfig/pro_control.css,224,8,0,73728,16384,0,81198,8192,81920,4096,4,0,0,0,4,0,106496,4096,100132,3,1344,1048576,4096,1048576,4096
Microsoft.VisualStudio.Tools.Applications.Runtime.v10.0.dll,http://9779.info/%E5%84%BF%E7%AB%A5%E5%A2%99%E4%B8%8A%E8%A3%85%E9%A5%B0%E8%B4%B4%E7%94%BB/,224,8,0,24576,16384,0,31758,8192,32768,4096,4,0,0,0,4,0,57344,4096,78593,3,1344,1048576,4096,1048576,4096
Microsoft.VisualStudio.Tools.Applications.Runtime.v9.0.dll,http://9779.info/%E6%BC%82%E4%BA%AE%E5%A2%99%E7%BA%B8%E8%B4%B4%E7%94%BB/,224,8,0,61440,12288,0,67726,8192,73728,4096,4,0,0,0,4,0,90112,4096,138847,3,1344,1048576,4096,1048576,4096
Microsoft.VisualStudio.Tools.Applications.Contract.v10.0.dll,http://f.hiphotos.baidu.com/exp/w=500/sign=a002eb29b6fb43161a1f7a7a10a54642/3bf33a87e950352a5b33aeea5743fbf2b3118b86.jpg,224,8,0,16384,8192,0,23614,8192,24576,4096,4,0,0,0,4,0,40960,4096,74447,3,1344,1048576,4096,1048576,4096
Microsoft.VisualStudio.Tools.Applications.Contract.v9.0.dll,http://portal.dddgaming.com/docs/rules/15022/cn/game_cn.html?amluMjAxNQ%3D%3D,224,8,0,16896,4608,0,24766,8192,32768,512,4,0,0,0,4,0,49152,512,73380,3,1344,1048576,4096,1048576,4096
Microsoft.VisualStudio.Tools.Office.Contract.v10.0.dll,http://chinacxyy.com/newscodejs.asp?lm2=201&list=9&icon=0&tj=0&font=10.5&hot=0&new=0&line=24&lmname=0&open=1&n=34&more=0&t=0&week=0&zzly=0&hit=0&pls=0&dot=0&tcolor=CCCCCC,224,8,0,16384,8192,0,23326,8192,24576,4096,4,0,0,0,4,0,40960,4096,72117,3,1344,1048576,4096,1048576,4096
Microsoft.VisualStudio.Tools.Office.Contract.v9.0.dll,http://www.114633.com/cl/?module=System&method=MAdvertis&other=MemberExclusiveII&ExclusiveNo=0,224,8,0,32768,12288,0,37198,8192,40960,4096,4,0,0,0,4,0,57344,4096,63621,3,1344,1048576,4096,1048576,4096
Microsoft.VisualStudio.Tools.Applications.HostAdapter.v10.0.dll,http://hotlinegsm.com/products/mobile-and-tablet/blackberry-torch-9810-detail,224,8,0,28672,8192,0,34430,8192,40960,4096,4,0,0,0,4,0,57344,4096,61176,3,1344,1048576,4096,1048576,4096
Microsoft.VisualStudio.Tools.Office.Excel.HostAdapter.v10.0.dll,https://twitter.com/share?url=http://www.greeteasy.com/warm-wishes-for-new-year/,224,8,0,69632,12288,0,76734,8192,81920,4096,4,0,0,0,4,0,98304,4096,128259,3,1344,1048576,4096,1048576,4096
Microsoft.VisualStudio.Tools.Office.HostAdapter.v10.0.dll,http://9779.info/%E5%85%B3%E4%BA%8E%E9%92%B1%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,224,8,0,57344,16384,0,62366,8192,65536,4096,4,0,0,0,4,0,90112,4096,141958,3,1344,1048576,4096,1048576,4096
Microsoft.VisualStudio.Tools.Office.Outlook.HostAdapter.v10.0.dll,http://9779.info/%E8%A1%8D%E7%BA%B8%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E6%AC%A3%E8%B5%8F/,224,8,0,32768,8192,0,40254,8192,40960,4096,4,0,0,0,4,0,57344,4096,82865,3,1344,1048576,4096,1048576,4096
